critic_reviews,duration,directorFb_likes,actor3Fb_likes,actor1Fb_likes,gross,movie_title,user_votes,cast_fb_likes,faceNumber_poster,user_reviews,budget,title_year,actor2Fb_likes,imdb_score,aspect_ratio,movieFb_likes
142,108,6,1000,3000,145096820,American Pie 2 ,200260,7872,0,431,30000000,2001,1000,6.4,1.85,0
166,74,487,802,15000,191796233,Toy Story ,623757,19046,1,391,30000000,1995,1000,8.3,1.85,0
114,116,101,780,18000,121248145,Speed ,260981,20966,0,373,25000000,1994,946,7.2,2.35,0
214,104,23,281,17000,125014030,The Vow ,145852,18322,0,164,30000000,2012,359,6.8,2.35,32000
126,106,12,946,11000,11854694,Extraordinary Measures ,14281,17560,2,64,31000000,2010,3000,6.5,1.85,0
157,120,132,1000,33000,115648585,Remember the Titans ,160776,54877,1,402,30000000,2000,18000,7.8,2.35,0
104,135,323,495,826,122012643,The Hunt for Red October ,143696,2575,1,241,30000000,1990,692,7.6,2.35,0
304,132,304,898,15000,116631310,Lee Daniels' The Butler ,87665,20035,0,323,30000000,2013,1000,7.2,1.85,41000
191,92,43,936,989,114324072,Dodgeball: A True Underdog Story ,185338,4730,0,392,20000000,2004,939,6.7,2.35,0
55,99,188,436,1000,113502246,The Addams Family ,96607,3696,0,125,38000000,1991,1000,6.8,1.85,5000
59,90,176,460,531,108360000,Ace Ventura: When Nature Calls ,160321,2203,0,178,30000000,1995,461,6.3,2.35,0
108,111,0,529,11000,108244774,The Princess Diaries ,94049,13645,2,301,37000000,2001,995,6.2,1.85,0
50,103,37,452,944,105444419,The First Wives Club ,31817,3143,3,117,26000000,1996,893,6.2,1.85,0
216,127,21000,360,11000,100125340,Se7en ,1023511,22678,0,1080,33000000,1995,11000,8.6,2.35,39000
89,87,47,217,19000,85416609,The SpongeBob SquarePants Movie ,58906,20097,0,186,30000000,2004,542,7,1.85,0
229,138,16000,262,616,90135191,Mystic River ,338415,1942,0,935,25000000,2003,541,8,2.35,12000
268,132,16000,567,16000,100422786,Million Dollar Baby ,482064,28830,1,1106,30000000,2004,11000,8.1,2.35,14000
145,103,11000,636,22000,106694016,Analyze This ,123940,24333,2,337,30000000,1999,979,6.7,1.85,0
177,123,415,545,33000,64286,The Notebook ,396396,34495,0,1111,29000000,2004,638,7.9,2.35,57000
175,111,98,71,2000,76806312,27 Dresses ,124501,2978,1,154,30000000,2008,805,6.1,2.35,0
131,102,23,635,1000,79566871,Hannah Montana: The Movie ,31760,4516,2,140,30000000,2009,1000,4.2,1.85,0
30,132,0,252,769,74787599,The Prince of Tides ,12549,1936,1,109,30000000,1991,713,6.6,1.85,883
57,133,380,918,12000,66528842,Legends of the Fall ,112175,26388,2,329,30000000,1994,11000,7.5,1.85,11000
391,108,655,940,24000,83813460,Up in the Air ,270238,35209,0,452,25000000,2009,10000,7.4,1.85,19000
217,125,729,322,442,65010106,About Schmidt ,107557,1556,1,612,30000000,2002,344,7.2,1.85,0
452,98,129,7,303,66359959,Warm Bodies ,184641,337,0,326,35000000,2013,18,6.9,2.35,81000
589,119,0,502,23000,66468315,Looper ,428916,37387,0,667,30000000,2012,13000,7.4,2.35,75000
61,87,129,560,979,64172251,Down to Earth ,19079,2911,1,122,30000000,2001,891,5.4,1.85,602
234,100,64,329,11000,63536011,Hope Springs ,34258,19420,2,178,30000000,2012,7000,6.3,2.35,0
253,118,89,344,15000,62877175,Forgetting Sarah Marshall ,217507,16758,1,325,30000000,2008,975,7.2,1.85,0
123,109,309,482,1000,74484168,Four Brothers ,109894,2740,3,340,45000000,2005,654,6.9,2.35,0
145,99,5,966,2000,60269340,Baby Mama ,34079,6930,2,97,30000000,2008,1000,6,1.85,0
65,114,0,545,970,60033780,Hope Floats ,18973,2860,1,162,30000000,1998,631,5.9,1.85,0
152,89,56,545,11000,58715510,Bride Wars ,79094,13794,2,129,30000000,2009,826,5.4,1.85,0
94,95,65,246,506,58156435,Without a Paddle ,37479,1266,3,152,19000000,2004,316,5.9,2.35,0
119,98,56,533,3000,56044241,13 Going on 30 ,122187,6742,1,339,37000000,2004,2000,6.1,1.85,0
147,124,47,877,40000,52937130,Blow ,198066,43453,1,426,30000000,2001,1000,7.6,2.35,13000
85,131,43,362,18000,52799004,Message in a Bottle ,28942,19815,0,223,55000000,1999,652,6.1,2.35,0
98,107,0,643,12000,55210049,Star Trek V: The Final Frontier ,43743,14710,1,293,27800000,1989,664,5.4,2.35,0
39,99,13,837,1000,51432423,Like Mike ,15074,3679,7,72,30000000,2002,889,5.1,1.85,1000
43,83,88,348,3000,51109400,Naked Gun 33 1/3: The Final Insult ,76850,4767,5,85,30000000,1994,459,6.4,1.85,1000
131,126,98,37,18000,53680848,P.S. I Love You ,167967,18726,1,243,30000000,2007,631,7.1,1.85,20000
159,105,56,22,898,53021560,Letters to Juliet ,74630,1026,1,156,30000000,2010,60,6.5,2.35,13000
63,125,0,237,939,45645204,Black Rain ,39306,1748,2,119,30000000,1989,255,6.6,2.35,0
267,77,13000,973,40000,53337608,Corpse Bride ,188785,60683,1,467,40000000,2005,16000,7.4,1.85,0
478,121,777,219,455,46875468,Sicario ,196217,1467,2,461,30000000,2015,221,7.6,2.39,59000
305,124,845,424,15000,52418902,Southpaw ,147128,16881,0,277,30000000,2015,1000,7.5,2.35,44000
397,99,0,828,2000,42057340,Drag Me to Hell ,158354,5642,0,691,30000000,2009,1000,6.6,2.35,11000
214,112,43,1000,11000,42478175,The Age of Adaline ,93767,15327,1,209,25000000,2015,2000,7.2,2.35,34000
82,111,23,1000,3000,41407470,Secondhand Lions ,43378,9638,1,292,30000000,2003,3000,7.6,1.85,0
138,107,209,357,2000,42385520,Step Up 3D ,47297,4059,0,86,30000000,2010,594,6.2,1.85,16000
69,104,134,64,585,40118420,Blue Crush ,26066,1165,3,216,30000000,2002,495,5.6,1.85,0
253,113,395,77,8000,40137776,Stranger Than Fiction ,186977,8362,1,529,38000000,2006,189,7.6,1.85,13000
304,113,171,63,430,39568996,30 Days of Night ,138435,814,0,527,32000000,2007,72,6.6,2.35,0
634,95,246,751,26000,42043633,The Cabin in the Woods ,277172,29551,0,986,30000000,2012,821,7,2.35,66000
111,86,82,362,869,38232624,Meet the Spartans ,88518,3854,0,409,30000000,2008,759,2.7,1.85,0
77,126,102,497,22000,38413606,Midnight Run ,54042,23866,1,215,30000000,1988,581,7.6,1.85,0
120,101,343,384,581,38122105,The Running Man ,112669,2373,1,226,27000000,1987,571,6.6,1.37,0
63,102,0,413,13000,38747385,Little Shop of Horrors ,49349,15308,2,165,25000000,1986,854,6.9,1.85,0
417,111,456,21,157,40247512,Hanna ,159198,257,0,438,30000000,2011,33,6.8,2.35,38000
59,95,40,342,663,35927406,Mortal Kombat: Annihilation ,36363,2266,0,256,30000000,1997,349,3.7,1.85,1000
218,98,15000,392,15000,35565975,Larry Crowne ,49205,16827,0,184,30000000,2011,839,6.1,2.35,0
359,100,108,534,17000,35266619,Carrie ,108242,20051,1,371,30000000,2013,2000,5.9,2.35,39000
101,118,3,439,1000,34703228,Take the Lead ,21767,3797,0,127,30000000,2006,712,6.7,1.85,0
85,125,21,581,12000,38432823,Gridiron Gang ,33067,15811,1,134,30000000,2006,2000,6.9,2.35,0
64,94,39,506,1000,32095318,What's the Worst That Could Happen? ,12466,3664,0,84,45000000,2001,611,5.5,1.85,304
263,79,30,265,940,31743332,9,111117,1594,0,245,30000000,2009,271,7.1,1.85,13000
450,106,0,273,17000,32154410,Side Effects ,148327,18469,0,274,30000000,2013,681,7.1,1.85,29000
162,63,15,69,759,26687172,Winnie the Pooh ,15600,1002,0,55,30000000,2011,73,7.3,1.85,0
85,85,14,244,577,26096584,Dumb and Dumberer: When Harry Met Lloyd ,30651,1653,0,267,19000000,2003,291,3.4,1.37,1000
110,108,631,95,631,26525834,Bulworth ,21998,1023,1,227,30000000,1998,199,6.8,1.85,0
165,139,150,400,521,30513940,Get on Up ,15843,2060,0,104,30000000,2014,491,6.9,1.85,11000
64,127,73,433,11000,23209440,One True Thing ,9283,12785,3,112,30000000,1998,882,7,1.85,592
44,106,32,650,18000,24048000,Virtuosity ,23579,20772,1,88,30000000,1995,723,5.5,2.35,0
147,95,425,560,973,22526144,My Super Ex-Girlfriend ,53884,2737,1,203,30000000,2006,776,5.1,2.35,1000
242,118,301,897,2000,30523568,Deliver Us from Evil ,54447,5697,0,201,30000000,2014,1000,6.2,2.35,18000
244,108,24,653,2000,23070045,Sanctum ,47003,3892,0,215,30000000,2011,942,5.9,1.85,11000
73,105,34,642,1000,20422207,Little Black Book ,15052,4369,1,116,35000000,2004,681,5.2,2.35,484
232,131,89,372,2000,28644770,The Five-Year Engagement ,78974,3479,2,141,30000000,2012,401,6.2,1.85,11000
63,104,30,635,1000,21800302,Mr 3000 ,12164,4462,1,63,30000000,2004,962,5.5,1.85,491
239,133,549,343,10000,21129348,The Next Three Days ,146364,11799,0,237,35000000,2010,796,7.4,2.35,27000
158,94,110,277,14000,18500966,Ultraviolet ,70341,15271,1,830,30000000,2006,829,4.4,1.85,0
152,109,25,431,954,19976073,Assault on Precinct 13 ,65979,3148,1,220,20000000,2005,739,6.3,2.35,999
105,96,845,488,978,18967571,The Replacement Killers ,23345,3072,2,167,30000000,1998,968,6.1,2.35,629
36,105,114,537,4000,17100000,Fled ,7073,6152,1,29,25000000,1996,561,5.3,1.85,204
181,99,11,762,19000,17266505,Eight Legged Freaks ,43764,22554,1,291,30000000,2002,953,5.4,2.35,0
219,112,380,2000,15000,32357532,Love & Other Drugs ,143368,31278,0,215,30000000,2010,11000,6.7,1.85,24000
158,108,50,494,14000,16930884,88 Minutes ,65628,16722,1,262,30000000,2007,975,5.9,2.35,0
155,126,51,874,10000,18324242,North Country ,32815,20563,4,214,35000000,2005,9000,7.3,2.35,0
74,98,41,900,13000,16323969,The Whole Ten Yards ,45775,18085,5,112,40000000,2004,2000,5.5,1.85,462
81,110,8,322,1000,16295774,Howard the Duck ,33669,3000,1,269,35000000,1986,692,4.6,1.85,0
154,130,149,798,1000,15709385,Pride and Glory ,53053,5101,0,132,30000000,2008,807,6.7,1.85,0
140,93,2,258,849,14888028,The Cave ,28606,2178,0,262,30000000,2005,787,5.1,2.35,0
73,96,0,130,372,14208384,Alex & Emma ,11520,977,2,105,30000000,2003,206,5.6,1.85,625
98,114,118,40,489,12831121,Wicker Park ,44979,679,0,298,30000000,2004,93,7,2.35,0
358,106,44,133,596,18298649,Fright Night ,85024,1393,1,242,30000000,2011,343,6.4,1.85,23000
222,150,0,855,23000,12712093,The New World ,70771,27829,0,671,30000000,2005,909,6.7,2.35,0
85,100,38,362,811,11576087,Wing Commander ,14747,2497,3,338,30000000,1999,586,4.1,2.35,858
62,100,277,210,21000,11900000,In Dreams ,11003,22006,0,148,30000000,1999,767,5.5,1.85,654
130,100,70,99,473,9353573,Dragonball: Evolution ,56451,1100,0,524,45000000,2009,315,2.7,2.35,0
376,107,419,165,971,12026670,The Last Stand ,114241,1643,2,258,45000000,2013,236,6.4,2.35,24000
130,102,6,353,22000,14334645,Godsend ,22449,23352,1,191,25000000,2004,829,4.8,2.35,387
65,101,3,120,448,12189514,Chasing Liberty ,30092,842,0,129,23000000,2004,143,6.1,2.35,0
77,86,6,843,1000,10134754,Hoodwinked Too! Hood vs. Evil ,9682,5393,0,38,30000000,2011,857,4.8,1.85,0
107,108,529,83,11000,8535575,An Unfinished Life ,24033,11519,3,152,30000000,2005,329,7,2.35,0
184,88,65,681,3000,19316646,Runner Runner ,52069,5706,3,95,30000000,2013,697,5.6,2.35,0
123,109,29,91,779,10965209,Antitrust ,25558,1297,2,221,30000000,2001,240,6.1,2.35,0
60,122,380,2000,18000,26830000,Glory ,101888,32930,3,365,18000000,1989,11000,7.9,1.85,0
217,118,76,174,3000,10880926,Dead Man Down ,54147,4253,2,127,30000000,2013,678,6.5,2.35,0
117,131,53,548,14000,3752725,The Merchant of Venice ,29715,16252,3,161,18000000,2004,871,7.1,2.35,0
110,87,23,748,826,480314,DOA: Dead or Alive ,38503,4473,4,180,21000000,2006,816,4.8,2.35,0
273,160,181,820,11000,3904982,The Assassination of Jesse James by the Coward Robert Ford ,136104,22516,0,415,30000000,2007,10000,7.5,2.35,0
134,129,395,313,18000,537580,Machine Gun Preacher ,52972,19620,1,124,30000000,2011,1000,6.8,2.35,21000
221,115,0,751,10000,183436380,Pitch Perfect 2 ,97697,13159,8,185,29000000,2015,1000,6.5,1.85,40000
291,153,446,154,523,119518352,Walk the Line ,188637,1383,0,815,28000000,2005,405,7.9,2.39,11000
148,128,0,754,955,37036404,Keeping the Faith ,44816,5404,3,259,30000000,2000,869,6.4,1.85,0
302,122,2000,1000,2000,18593156,Frost/Nixon ,88682,6161,1,241,35000000,2008,1000,7.7,2.35,0
154,99,265,265,22000,63034755,The Boss ,16984,23562,1,96,29000000,2016,779,5.3,1.85,0
65,112,759,933,11000,4554569,Mumford ,8134,17873,4,123,28000000,1999,1000,6.9,2.35,209
161,94,11,566,1000,6301131,The Jacket ,92850,5085,0,263,29000000,2005,948,7.1,2.35,0
124,90,63,631,49000,217350219,Aladdin ,260939,52970,0,244,28000000,1992,2000,8,1.33,0
349,167,473,303,559,161029270,Straight Outta Compton ,119928,2702,0,331,28000000,2015,427,7.9,2.35,76000
148,118,14000,237,11000,179870271,Indiana Jones and the Temple of Doom ,329969,11898,2,524,28000000,1984,429,7.6,2.35,0
45,83,5,368,971,100491683,The Rugrats Movie ,14005,3438,0,67,24000000,1998,503,5.9,1.85,418
133,104,93,878,11000,74058698,Along Came a Spider ,59232,17109,0,317,60000000,2001,2000,6.3,2.35,0
178,102,0,876,40000,55845943,Once Upon a Time in Mexico ,130094,46186,1,471,29000000,2003,4000,6.4,1.78,0
233,131,323,541,25000,81350242,Die Hard ,592582,40585,0,722,28000000,1988,13000,8.2,2.35,25000
426,130,285,767,33000,70235322,The Big Short ,182983,57308,4,374,28000000,2015,23000,7.8,2.35,99000
210,120,0,210,579,7443007,Taking Woodstock ,24663,1500,12,71,30000000,2009,489,6.7,1.85,0
129,135,149,250,639,64371181,Miracle ,36636,1845,0,289,28000000,2004,617,7.5,2.4,0
287,110,0,1000,3000,58885635,Dawn of the Dead ,194422,10438,0,1057,26000000,2004,2000,7.4,2.35,7000
220,110,0,327,13000,52353636,The Royal Tenenbaums ,209133,14609,1,962,21000000,2001,1000,7.6,2.35,0
136,91,446,660,1000,51475962,Identity ,177828,3969,0,714,30000000,2003,872,7.3,2.35,11000
222,105,226,966,22000,63910583,Last Vegas ,106755,35694,2,173,28000000,2013,11000,6.6,2.35,27000
122,82,23,6,11,49968653,Serendipity ,85423,37,0,374,28000000,2001,9,6.9,1.85,12000
184,115,529,325,576,71346930,Safe Haven ,78008,1554,0,160,28000000,2013,447,6.7,2.35,23000
36,96,197,115,580,39514713,Hocus Pocus ,60494,1275,0,132,28000000,1993,336,6.7,1.85,16000
171,104,96,559,943,43097652,No Reservations ,59068,3497,2,128,28000000,2007,763,6.3,2.35,0
122,99,71,1000,18000,33000377,Dracula 2000 ,27378,23344,0,365,28000000,2000,1000,4.9,2.35,0
119,81,44,3000,35000,66950483,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,47677,6,85,28000000,2014,7000,6.2,2.39,12000
302,117,0,521,11000,27000000,Blade Runner ,461609,13877,2,1168,28000000,1982,759,8.2,2.35,34000
44,139,105,902,14000,31600000,Rob Roy ,34427,16125,1,126,28000000,1995,1000,6.9,2.35,0
211,123,368,114,933,30688364,3 Days to Kill ,69355,1286,0,211,28000000,2014,194,6.2,2.35,10000
222,117,115,97,3000,28563179,We Own the Night ,72693,3681,4,199,21000000,2007,327,6.9,1.85,0
100,97,710,258,497,16779636,Lost Souls ,9338,1805,2,167,28000000,2000,347,4.8,2.35,209
98,103,80,585,806,17324744,Just My Luck ,44103,3211,3,149,28000000,2006,591,5.3,1.85,0
97,94,32,453,1000,24268828,The Spy Next Door ,29971,3436,4,71,28000000,2010,626,5.4,1.85,0
21,89,23,899,1000,8119205,A Simple Wish ,4288,5535,3,21,28000000,1997,937,5.4,1.85,517
156,98,0,900,26000,8434601,Ghosts of Mars ,43006,28867,5,460,28000000,2001,1000,4.9,2.35,0
125,107,234,660,1000,6998324,Our Brand Is Crisis ,11476,3944,2,50,28000000,2015,962,6.1,1.85,0
225,108,23,845,2000,10907291,Pride and Prejudice and Zombies ,23775,4710,0,134,28000000,2016,860,5.8,2.35,73000
85,134,17000,0,2,5532301,Kundun ,21606,4,0,117,28000000,1997,2,7,2.35,0
350,103,65,405,17000,28751715,Kick-Ass 2 ,202967,19168,0,378,28000000,2013,927,6.6,2.35,36000
251,133,0,529,11000,148734225,Knocked Up ,298590,12874,2,559,30000000,2007,985,7,1.85,0
148,109,415,228,673,49185998,My Sister's Keeper ,74476,1775,2,184,30000000,2009,489,7.4,2.35,15000
76,114,92,436,940,42168445,"Welcome Home, Roscoe Jenkins ",10791,3565,3,39,35000000,2008,706,5.3,1.85,464
131,122,151,11000,24000,9664316,Rendition ,47203,50950,2,197,27500000,2007,15000,6.8,2.35,0
112,110,120,664,12000,74888996,Star Trek VI: The Undiscovered Country ,55513,16230,0,188,30000000,1991,1000,7.2,2.35,0
93,116,144,477,1000,69586544,Divine Secrets of the Ya-Ya Sisterhood ,15352,3845,4,199,27000000,2002,482,6,2.35,0
83,115,39,685,11000,60491560,Kiss the Girls ,50653,14322,1,143,27000000,1997,956,6.6,2.35,0
125,148,644,326,1000,54200000,The Blues Brothers ,142448,2566,1,319,27000000,1980,809,7.9,1.85,14000
98,118,650,715,1000,30920167,Joyful Noise ,6476,3389,4,71,25000000,2012,773,5.7,2.35,0
152,82,49,429,1000,31768374,Lake Placid ,42761,3313,0,366,27000000,1999,888,5.6,2.35,2000
80,193,133,820,2000,21500000,The Right Stuff ,45271,6341,0,170,27000000,1983,826,7.9,1.85,0
63,123,0,324,11000,10297897,The Newton Boys ,8309,11969,4,39,27000000,1998,597,6,2.35,315
167,109,22,355,14000,13248477,Case 39 ,60555,15790,1,174,27000000,2009,716,6.2,2.35,0
101,99,54,398,748,8712564,Suspect Zero ,16555,1721,0,139,27000000,2004,489,5.9,1.33,817
118,106,43,460,1000,7486906,Martian Child ,17436,2495,0,71,27000000,2007,506,6.8,1.85,0
76,89,0,640,2000,38536376,Spy Kids: All the Time in the World in 4D ,15866,4311,5,83,27000000,2011,734,3.6,1.85,0
268,98,0,638,8000,41008532,Money Monster ,19611,10894,1,103,27000000,2016,698,6.7,2.35,0
78,112,541,638,22000,4485485,Flawless ,14612,46022,1,105,15000000,1999,22000,6.4,1.85,0
127,101,212,749,1000,4476235,Mindhunters ,49405,4186,0,226,27000000,2004,968,6.4,2.35,2000
137,104,272,17000,22000,1089365,What Just Happened ,23767,71973,1,111,25000000,2008,18000,5.7,2.35,845
167,91,41,328,567,20819129,Paul Blart: Mall Cop ,84209,2954,1,201,26000000,2009,402,5.2,1.85,0
129,97,70,512,2000,110222438,Freaky Friday ,96693,3984,2,271,26000000,2003,528,6.1,1.85,0
217,133,0,218,7000,109243478,The 40-Year-Old Virgin ,313797,8341,1,546,26000000,2005,966,7.1,1.85,0
134,123,108,239,1000,100241322,Shakespeare in Love ,175524,1690,0,752,25000000,1998,264,7.2,2.35,0
253,114,71,313,14000,25977365,A Walk Among the Tombstones ,87950,15428,0,207,28000000,2014,439,6.5,2.35,15000
46,111,425,344,743,91457688,Kindergarten Cop ,107801,2403,4,109,26000000,1990,394,6,1.85,0
232,117,234,919,11000,87341380,Pineapple Express ,255257,15590,3,374,27000000,2008,989,7,2.35,0
238,96,571,370,2000,322157,Super ,61787,4590,0,203,2500000,2010,973,6.8,1.85,19000
28,120,0,702,1000,5731103,Get on the Bus ,4100,5963,10,35,2400000,1996,748,6.8,1.85,352
8,105,29,76,847,178739,Go for It! ,1015,1668,0,10,2450000,2011,618,3.9,1.85,566
235,91,49,20,72,36200000,Friday the 13th Part III ,31952,174,0,372,4000000,1982,31,5.7,2.35,0
160,92,13,17,42,21300000,Friday the 13th: A New Beginning ,22521,170,0,342,2200000,1985,27,4.7,1.85,1000
18,117,84,275,861,379643,The Last Sin Eater ,1573,2161,0,29,2200000,2007,425,5.9,1.85,285
97,172,355,188,749,23650000,The Best Years of Our Lives ,40359,1941,5,235,2100000,1946,208,8.1,1.37,0
4,125,7,17,128,3330,Mi America ,22,214,0,1,2100000,2015,22,7.2,2.35,305
49,96,6,14,40,792966,The Toxic Avenger Part II ,4663,99,2,40,2300000,1989,30,5.1,1.33,321
533,100,421,159,314,14673301,It Follows ,112899,1062,0,631,2000000,2014,189,6.9,2.35,45000
123,118,108,103,173,11533945,Boys Don't Cry ,77551,563,0,434,2000000,1999,148,7.6,1.85,0
34,129,589,341,690,34522221,Courageous ,15401,2300,7,175,2000000,2011,589,7,2.35,10000
211,80,0,3,50,5792822,Before Sunset ,168398,65,0,492,2700000,2004,8,8,1.85,13000
126,100,308,374,1000,4599680,Thirteen ,68222,2186,2,545,1500000,2003,482,6.8,1.85,0
365,100,81,179,34000,6531491,Winter's Bone ,111658,34446,2,297,2000000,2010,248,7.2,1.85,20000
151,91,244,244,538,3885134,Me and You and Everyone We Know ,31130,1349,0,243,2000000,2005,363,7.4,1.85,0
118,116,453,2000,24000,3335839,Harsh Times ,54657,50313,2,222,2000000,2005,23000,7,1.85,0
39,97,5,349,1000,2557668,Captive ,3911,2739,1,22,2000000,2015,426,5.3,1.85,0
108,101,0,685,8000,2506446,Full Frontal ,8662,11327,0,172,2000000,2002,724,4.7,1.85,134
160,101,263,37,71,1984378,Shortbus ,27346,226,3,206,2000000,2006,51,6.5,1.78,0
7,120,0,40,178,1098224,"The Book of Mormon Movie, Volume 1: The Journey ",397,359,1,30,2000000,2003,69,3.3,1.85,32
79,102,117,17,393,1430185,No End in Sight ,7314,446,0,55,2000000,2007,21,8.3,1.85,0
168,102,22,80,10000,1477002,The Diary of a Teenage Girl ,16645,11184,3,72,2000000,2015,1000,6.9,2.35,0
123,89,13,218,373,653621,Inside Deep Throat ,5615,1136,0,64,2000000,2005,334,6.8,1.85,592
46,86,10,126,189,535249,The Virginity Hit ,3467,768,0,13,3400000,2010,131,4.6,1.85,974
46,96,0,902,49000,371081,House of D ,7479,51441,2,86,6000000,2004,1000,7,1.85,857
51,91,4,0,33,124494,Six-String Samurai ,5613,36,1,102,2000000,1998,3,6.7,1.85,0
45,85,0,966,22000,100669,Saint John of Las Vegas ,2522,36885,1,11,3800000,2009,12000,5.8,2.35,407
74,129,776,256,25000,186354,Stonewall ,1758,26176,0,30,13500000,2015,463,4.5,2.35,0
66,95,8,399,529,17580,The Missing Person ,1268,2749,3,23,1500000,2009,423,6.2,1.85,195
78,96,38,85,363,198407,Sherrybaby ,10282,774,1,78,2000000,2006,223,6.6,1.85,474
52,85,54,455,985,13973532,Stealing Harvard ,11211,3065,1,92,25000000,2002,637,5.1,1.85,215
90,92,0,18,1000,7927,The Lady from Shanghai ,19236,1055,1,175,2300000,1947,29,7.7,1.37,0
94,106,5,356,416,2436,The Ghastly Love of Johnny X ,344,1611,2,19,2000000,2012,403,5.7,2.35,655
45,99,28,223,18000,4600000,River's Edge ,11763,19649,2,111,1900000,1986,1000,7.1,1.85,0
60,103,35,482,548,1420578,Northfork ,4894,2389,0,122,1900000,2003,495,6.4,2.35,298
359,100,108,534,17000,35266619,Carrie ,108248,20051,1,371,30000000,2013,2000,5.9,2.35,39000
256,101,0,574,40000,26505000,A Nightmare on Elm Street ,149293,42918,1,668,1800000,1984,852,7.5,1.85,10000
10,89,47,585,628,444044,Brotherly Love ,744,4249,6,19,1900000,2015,606,7.2,1.85,1000
663,93,188,168,2000,12784397,Beasts of the Southern Wild ,70336,2658,0,269,1800000,2012,458,7.3,1.85,31000
39,109,9,280,767,3050934,Songcatcher ,2794,2187,1,78,1800000,2000,380,7.3,1.85,0
114,93,75,446,701,145540,May ,26773,2489,1,277,500000,2002,461,6.7,1.85,0
179,138,143,783,1000,35918429,In the Bedroom ,32415,3970,1,510,1700000,2001,874,7.5,2.35,951
225,105,68,374,635,92401,I Spit on Your Grave ,56402,2423,0,209,2000000,2010,445,6.3,2.35,17000
77,98,3,327,349,1943649,"Happy, Texas ",8697,2095,3,122,1700000,1999,347,6.3,1.85,374
22,111,1000,127,2000,2580,I Love Your Work ,1618,2564,2,40,1650000,2003,163,5.4,2.35,63
287,110,0,1000,3000,58885635,Dawn of the Dead ,194426,10438,0,1057,26000000,2004,2000,7.4,2.35,7000
173,108,191,336,597,19067631,Waitress ,37714,1981,1,204,2000000,2007,541,7.1,1.85,0
61,92,15,49,633,11806119,Bloodsport ,57578,1168,1,210,1100000,1988,403,6.8,1.85,0
71,91,184,82,3000,7417210,Kids ,59041,3310,1,408,1500000,1995,202,7,1.85,0
110,88,387,18,436,7362100,The Squid and the Whale ,60295,479,0,232,1500000,2005,25,7.4,1.85,0
110,97,0,117,378,7022940,Kissing Jessica Stein ,14018,1173,1,190,1000000,2001,321,6.7,1.85,682
106,110,787,642,1000,2365931,Buffalo '66 ,36657,4762,2,318,1500000,1998,787,7.5,1.85,0
445,103,0,588,852,53991137,Insidious ,202800,3030,1,752,1500000,2010,618,6.8,2.35,60000
75,112,58,42,552,712294,The Ballad of Jack and Rose ,9408,859,1,68,1500000,2005,265,6.7,1.66,608
97,104,38,690,801,3447339,The To Do List ,29517,2667,7,79,1500000,2013,727,5.8,1.78,0
84,98,21,76,33000,406035,The Believer ,30314,33441,0,159,1500000,2001,243,7.2,1.66,0
127,100,122,83,210,373967,Session 9 ,43839,469,0,481,1500000,2001,148,6.5,2.35,0
32,80,522,423,813,194568,I Want Someone to Eat Cheese With ,2963,2179,0,28,1500000,2006,522,6.2,1.85,0
120,87,0,8,309,163245,Modern Times ,143086,352,1,211,1500000,1936,8,8.6,1.37,0
31,91,18,597,954,119841,Stolen Summer ,2419,3901,1,55,1500000,2002,767,6.5,1.85,304
100,84,0,158,634,173066,My Name Is Bruce ,21379,1238,1,88,1500000,2007,328,6.3,1.85,0
14,90,7,424,890,92362,The Salon ,444,3138,7,5,1500000,2005,597,4.3,1.85,68
46,90,7,711,87000,52166,Trucker ,2792,89263,3,22,2000000,2008,781,6.7,2.35,371
234,101,0,721,1000,1163508,The Lords of Salem ,20376,5158,1,166,2500000,2012,725,5.1,2.35,15000
387,130,188,1000,10000,80033643,Jack Reacher ,226583,16385,2,448,60000000,2012,3000,7,2.35,38000
145,83,0,31,82,184925485,Snow White and the Seven Dwarfs ,133348,229,1,204,2000000,1937,47,7.7,1.37,0
43,95,12000,636,12000,695229,Trees Lounge ,11369,14420,1,65,1300000,1996,680,7.2,1.85,872
14,105,7,548,2000,609042,The Basket ,449,3475,2,38,1300000,1999,783,6.5,1.85,117
